gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,R_score,F_score,M_score,RFM_score,CLV_proxy,rfm_cluster,cluster_churn_rate,risk_adjusted_clv,customerID,actual_churn,predicted_churn,churn_probability
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,3,2,1,321,153.95,2,0.04139715394566624,147.57690815006467,7677-SJJJK,0,0,0.06444555413987413
Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,3,3,2,332,954.9,2,0.04139715394566624,915.3698576972832,3506-OVLKD,0,0,0.06430722449056293
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,3,4,1,341,900.9,2,0.04139715394566624,863.6053040103493,0048-PIHNL,0,0,0.06371237020538421
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,3,4,1,341,1032.05,2,0.04139715394566624,989.3260672703751,8430-TWCBX,0,0,0.06335736939959151
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,5,4,1,541,936.85,2,0.04139715394566624,898.0670763260026,5296-BFCYD,0,0,0.06320998640585097
Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,5,4,1,541,804.85,2,0.04139715394566624,771.5315006468305,4735-BJKOU,0,0,0.06295532346623221
Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,3,2,1,321,172.35,2,0.04139715394566624,165.2152005174644,4537-CIBHB,0,0,0.06264187267639956
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,5,5,3,553,5025.85,0,0.1603905160390516,4219.751324965133,2824-DXNKN,0,0,0.06260561652019389
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,3,2,1,321,353.65,2,0.04139715394566624,339.0098965071151,5505-OVWQW,0,0,0.06199730364031357
Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.6,926.0,3,4,1,341,926.0,2,0.04139715394566624,887.6662354463131,9067-SQTNS,0,0,0.061911019050615884
Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,3,4,1,341,817.95,2,0.04139715394566624,784.0891979301424,4955-VCWBI,0,0,0.06173289250403825
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,5,5,3,553,4428.45,0,0.1603905160390516,3718.1686192468615,0420-TXVSG,0,0,0.06131763730783687
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,3,2,1,321,323.15,2,0.04139715394566624,309.7725097024579,7279-NMVJC,0,0,0.060981135961014094
Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,3,2,1,321,407.05,2,0.04139715394566624,390.19928848641655,1133-KXCGE,0,0,0.060507002431154915
Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,5,5,3,553,5265.55,0,0.1603905160390516,4421.005718270571,6953-PBDIN,0,0,0.06029880104949653
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,5,4,1,541,876.15,2,0.04139715394566624,839.8798835705045,1047-RNXZV,0,0,0.05976372699235368
Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,3,5,2,352,2298.9,2,0.04139715394566624,2203.732082794308,0230-UBYPQ,0,0,0.05975945932162806
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,3,2,1,321,279.2,2,0.04139715394566624,267.64191461837,7369-TRPFD,0,0,0.05966407086697867
Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,3,3,3,333,1533.8,1,0.4363419007770472,864.5387925881648,9330-DHBFL,0,0,0.05952741553729728
Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,5,3,5,535,3895.35,0,0.1603905160390516,3270.57280334728,7641-TQFHN,0,0,0.05926002215045797
Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,5,5,3,553,4929.55,0,0.1603905160390516,4138.896931659693,2649-HWLYB,0,0,0.059093800587936986
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,3,2,1,321,337.9,2,0.04139715394566624,323.91190168175933,4359-INNWN,0,0,0.05889898154492932
Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.55,1173.35,5,4,1,541,1173.35,2,0.04139715394566624,1124.7766494178525,4779-ZGICK,0,0,0.05854915319136103
Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,3,4,3,343,3958.2,0,0.1603905160390516,3323.3422594142257,1265-HVPZB,0,0,0.05850140683585982
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,3,2,1,321,233.9,2,0.04139715394566624,224.21720569210868,2907-ILJBN,0,0,0.05849687733313847
Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,5,5,5,555,6825.65,0,0.1603905160390516,5730.880474198047,0181-RITDD,0,0,0.057986685458285496
Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95,3,5,2,352,3487.95,2,0.04139715394566624,3343.558796895213,6388-TABGU,0,0,0.05583989958489202
Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,5,5,4,554,5981.65,0,0.1603905160390516,5022.250069735006,9919-FZDED,0,0,0.05575740539218327
Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,5,5,4,554,6201.95,0,0.1603905160390516,5207.216039051604,3649-JPUGY,0,0,0.0556084327008909
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,5,3,1,531,759.35,2,0.04139715394566624,727.9150711513583,6169-PPETC,0,0,0.05553256238345921
Male,1,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,5,5,3,553,5396.25,0,0.1603905160390516,4530.742677824268,5329-KRDTM,0,0,0.05547520538010099
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,5,3,1,531,655.3,2,0.04139715394566624,628.1724450194049,5845-BZZIB,0,0,0.05509427211720206
Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,5,4,1,541,1080.55,2,0.04139715394566624,1035.8183053040102,4299-OPXEJ,0,0,0.05489417615656285
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,3,1,1,311,99.6,1,0.4363419007770472,56.140346682606086,7311-MQJCH,0,0,0.05424311302976007
Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75,3,4,3,343,3282.75,0,0.1603905160390516,2756.2280334728034,3489-VSFRD,0,0,0.054000008719513666
Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,1,4,3,143,3687.85,0,0.1603905160390516,3096.3538354253833,4981-FLTMF,0,0,0.05393319062643669
Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,0.0,3,1,1,311,0.0,1,0.4363419007770472,0.0,2923-ARZLG,0,0,0.05393234402545674
Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,0.0,5,1,4,514,0.0,1,0.4363419007770472,0.0,5709-LVOEQ,0,0,0.052884549368708886
Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,5,5,4,554,5034.05,0,0.1603905160390516,4226.636122733612,4737-HOBAX,0,0,0.052866862120513475
Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,5,3,2,532,2200.7,2,0.04139715394566624,2109.597283311772,1271-UODNO,0,0,0.05064686223514542
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.3,3460.95,5,3,5,535,3460.95,0,0.1603905160390516,2905.8464435146443,5161-XEUVX,0,0,0.05044144411619925
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,5,5,4,554,5919.35,0,0.1603905160390516,4969.94239888424,9385-NXKDA,0,0,0.050078425569990336
Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,5,4,4,544,4304.5,0,0.1603905160390516,3614.099023709902,4137-JOPHL,0,0,0.048635817267201856
Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,1,5,3,153,4508.65,0,0.1603905160390516,3785.5052998605297,7520-HQWJU,0,0,0.04782362416757109
Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,5,5,4,554,5832.65,0,0.1603905160390516,4897.148256624825,5702-KVQRD,0,0,0.04699468784438205
Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,3,3,3,333,2308.6,1,0.4363419007770472,1301.2610878661087,4973-RLZVI,0,0,0.046910211138329064
Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,1,4,3,143,2970.3,0,0.1603905160390516,2493.892050209205,6322-HRPFA,0,0,0.04666570638141059
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,5,5,5,555,7611.55,0,0.1603905160390516,6390.729567642957,1090-ESELR,0,0,0.046645926322043944
Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,5,5,3,553,4109.0,0,0.1603905160390516,3449.955369595537,8181-YHCMF,0,0,0.046215762370298286
Female,0,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5193.2,5,5,4,554,5193.2,0,0.1603905160390516,4360.259972105997,8390-FESFV,0,0,0.04621061118078815
Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,3,4,4,344,4354.45,0,0.1603905160390516,3656.0375174337514,0254-KCJGT,0,0,0.045952507969806246
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,5,5,3,553,4684.3,0,0.1603905160390516,3932.9827057182706,0301-FIDRB,0,0,0.04580707961182328
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,1042.65,5,4,1,541,1042.65,2,0.04139715394566624,999.4872574385512,8701-DGLVH,0,0,0.044765932266645256
Female,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,967.9,5,4,1,541,967.9,2,0.04139715394566624,927.8316946959897,4698-KVLLG,0,0,0.04442522137884814
Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725.0,5,5,2,552,1725.0,2,0.04139715394566624,1653.5899094437257,5666-MBJPT,0,0,0.04356603727382305
Male,0,No,No,37,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),35.8,1316.9,5,3,2,532,1316.9,2,0.04139715394566624,1262.3840879689521,8727-XDPUD,0,0,0.043189015101600454
Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,3,1,1,311,57.4,1,0.4363419007770472,32.353974895397485,5808-TOTXO,0,0,0.04273741512930417
Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,5,5,2,552,3888.65,2,0.04139715394566624,3727.6709573091853,6164-HAQTX,0,0,0.0413855325496907
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,3,1,1,311,28.3,1,0.4363419007770472,15.951524208009562,6598-RFFVI,1,0,0.040262550510585526
Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,5,4,1,541,1050.5,2,0.04139715394566624,1007.0122897800776,9814-AOUDH,0,0,0.040056286615236095
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,5,5,3,553,4804.65,0,0.1603905160390516,4034.0297071129703,5803-NQJZO,0,0,0.03996311536620993
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.2,52.05,3,1,1,311,52.05,1,0.4363419007770472,29.338404064554688,8909-BOLNL,0,0,0.03931810607916235
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,5,5,4,554,6637.9,0,0.1603905160390516,5573.243793584379,1227-UDMZR,0,0,0.03920648711711461
Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,3,4,4,344,4126.2,0,0.1603905160390516,3464.396652719665,6194-HBGQN,0,0,0.03904364090336567
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,68.2,3,1,1,311,68.2,1,0.4363419007770472,38.44148236700538,5619-XZZKR,0,0,0.03861337093868404
Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,5,3,3,533,1414.2,2,0.04139715394566624,1355.6561448900388,4500-HKANN,0,0,0.03856300236092124
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,948.9,5,4,1,541,948.9,2,0.04139715394566624,909.6182406209573,1709-EJDOX,0,0,0.03853818638383873
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.7,6301.7,5,5,4,554,6301.7,0,0.1603905160390516,5290.967085076708,6701-YVNQG,0,0,0.038420873734443875
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1049.6,5,4,1,541,1049.6,2,0.04139715394566624,1006.1495472186286,6349-JDHQP,0,0,0.0383311360601947
Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,5,5,4,554,6151.9,0,0.1603905160390516,5165.193584379358,9339-FIIJL,0,0,0.03802670161924585
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,890.5,5,4,1,541,890.5,2,0.04139715394566624,853.6358344113842,4742-TXUEX,0,0,0.03773847893395651
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,5,4,1,541,1057.0,2,0.04139715394566624,1013.2432082794307,1862-QRWPE,0,0,0.03702744096236061
Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,5,5,2,552,2006.95,2,0.04139715394566624,1923.8679818887451,8207-VVMYB,0,0,0.03688998259568482
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,883.35,5,4,1,541,883.35,2,0.04139715394566624,846.7818240620958,2230-XTUWL,0,0,0.036491088730620604
Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,5,5,3,553,4144.8,0,0.1603905160390516,3480.013389121339,1459-QNFQT,0,0,0.03641150499634802
Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,5,5,4,554,4860.85,0,0.1603905160390516,4081.215760111576,0909-SELIE,0,0,0.0361276193910374
Female,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,5,5,2,552,2288.7,2,0.04139715394566624,2193.9543337645537,4940-KHCWD,0,0,0.03609689891758407
Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,84.7,5991.05,5,5,4,554,5991.05,0,0.1603905160390516,5030.14239888424,2987-BJXIK,0,0,0.035831930710043376
Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1051.9,5,4,1,541,1051.9,2,0.04139715394566624,1008.3543337645538,3646-ITDGM,0,0,0.03535436073999092
Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,5,4,1,541,1185.95,2,0.04139715394566624,1136.8550452781371,6625-FLENO,0,0,0.03534745603775589
Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,3,4,4,344,4345.0,0,0.1603905160390516,3648.103207810321,5204-HMGYF,0,0,0.035114443724362926
Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,5,5,2,552,1789.9,2,0.04139715394566624,1715.803234152652,5334-AFQJB,0,0,0.03510322902646515
Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,3,4,3,343,3928.3,0,0.1603905160390516,3298.237935843794,3161-ONRWK,0,0,0.03507066950070348
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,3,1,1,311,18.8,1,0.4363419007770472,10.596772265391511,2967-MXRAV,0,0,0.034242888467613905
Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,5,5,3,553,4254.1,0,0.1603905160390516,3571.782705718271,2954-PIBKO,0,0,0.03418550573898291
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,5,5,3,553,4811.6,0,0.1603905160390516,4039.8649930264996,8338-QIUNR,0,0,0.0335676550999744
Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1028.75,5,4,1,541,1028.75,2,0.04139715394566624,986.1626778783958,1574-DYCWE,0,0,0.03338942152387948
Female,0,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,217.5,5,2,2,522,217.5,2,0.04139715394566624,208.4961190168176,7816-VGHTO,0,0,0.03333413564214067
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,3,1,1,311,20.4,1,0.4363419007770472,11.498625224148235,2239-CFOUJ,0,0,0.03328369648443369
Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1070.25,5,4,1,541,1070.25,2,0.04139715394566624,1025.9446959896507,6340-DACFT,0,0,0.033087721422367544
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,5,5,2,552,1841.2,2,0.04139715394566624,1764.9795601552394,1926-QUZNN,0,0,0.032958817675873366
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.0,1776.0,5,5,2,552,1776.0,2,0.04139715394566624,1702.4786545924967,6917-FIJHC,0,0,0.032371978167861644
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,3,1,1,311,35.9,1,0.4363419007770472,20.235325762104,4464-JCOLN,1,0,0.032278913459220286
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280.0,5,2,2,522,280.0,2,0.04139715394566624,268.40879689521347,7492-TAFJD,0,0,0.0318524315142535
Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,1343.4,3,5,1,351,1343.4,2,0.04139715394566624,1287.787063389392,0052-YNYOT,0,0,0.03170458964120238
Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,1554.9,5,5,2,552,1554.9,2,0.04139715394566624,1490.5315653298837,6370-ZVHDV,0,0,0.030787574042506285
Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,5,4,1,541,1128.1,2,0.04139715394566624,1081.399870633894,7114-AEOZE,0,0,0.030614143969268252
Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,5,4,1,541,1153.25,2,0.04139715394566624,1105.5087322121603,2075-PUEPR,0,0,0.030428297248087575
Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74.0,4868.4,5,5,3,553,4868.4,0,0.1603905160390516,4087.554811715481,3470-OBUET,0,0,0.030421863582008893
Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093.0,5,4,1,541,1093.0,2,0.04139715394566624,1047.7529107373869,2525-GVKQU,0,0,0.03031631113088273
Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,3,1,1,311,38.25,1,0.4363419007770472,21.559922295277943,5857-XRECV,0,0,0.029957596617847193
Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,5,5,3,553,4447.55,0,0.1603905160390516,3734.205160390516,3948-KXDUF,0,0,0.029942209677710094
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.45,5165.7,5,5,3,553,5165.7,0,0.1603905160390516,4337.170711297071,3913-FCUUW,0,0,0.029927436818286045
Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,5,3,3,533,2278.75,2,0.04139715394566624,2184.4162354463133,0513-RBGPE,0,0,0.029875878910707972
Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,3,5,1,351,1539.75,2,0.04139715394566624,1476.0087322121603,5324-KTGCG,0,0,0.029732794985496754
Male,0,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,5,3,2,532,825.4,2,0.04139715394566624,791.2307891332471,0056-EPFBG,0,0,0.029517658088230692
Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,1090.6,5,4,1,541,1090.6,2,0.04139715394566624,1045.4522639068564,0040-HALCW,0,0,0.029457335931407317
Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,5,2,2,522,521.0,2,0.04139715394566624,499.4320827943079,6434-TTGJP,0,0,0.02922899306110451
Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,5,5,2,552,2434.45,2,0.04139715394566624,2333.670698576973,3884-UEBXB,0,0,0.029004404607227335
