gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,R_score,F_score,M_score,RFM_score,CLV_proxy,rfm_cluster,cluster_churn_rate,risk_adjusted_clv,customerID,actual_churn,predicted_churn,churn_probability,Churn,churn_flag,tenure_group,rfm_segment,CLV_level,cluster_name,risk_clv_level
Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,1013.2,5,4,1,541,1013.2,2,0.0387902695595003,973.8976988823142,0608-JDVEC,0,0,0.0742905410652975,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,5,4,1,541,1270.25,2,0.0387902695595003,1220.9766600920443,0732-OCQOC,0,0,0.0736398123081184,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,5,5,3,553,4176.7,1,0.1615598885793872,3501.912813370473,8626-PTQGE,0,0,0.0731573884000288,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,3,3,3,333,2088.75,0,0.4340855106888361,1182.0538895486934,0866-QLSIR,1,0,0.0719657230524375,Yes,1,25-48,Others,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,5,5,4,554,4976.15,1,0.1615598885793872,4172.203760445682,6013-BHCAW,0,0,0.0716604324476963,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,3,4,1,341,798.2,2,0.0387902695595003,767.2376068376068,7216-KAOID,0,0,0.0716244954620121,No,0,25-48,Others,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,1,3,3,133,1864.65,0,0.4340855106888361,1055.2324524940616,5061-PBXFW,0,0,0.07162437131313,No,0,25-48,At Risk,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.1,5979.7,5,5,4,554,5979.7,1,0.1615598885793872,5013.620334261838,9530-GRMJG,0,0,0.07157828741161,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,5,4,1,541,1195.25,2,0.0387902695595003,1148.885930309007,6292-TOSSS,0,0,0.0713792805750234,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,3,2,1,321,153.95,2,0.0387902695595003,147.9782380013149,7677-SJJJK,0,0,0.0703577189107805,No,0,0-12,New Customers,Low CLV,Low-Value Stable,Low
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,3,2,1,321,190.25,2,0.0387902695595003,182.87015121630503,9483-GCPWE,0,0,0.0699818063028808,No,0,0-12,New Customers,Low CLV,Low-Value Stable,Low
Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,5,4,1,541,1234.6,2,0.0387902695595003,1186.7095332018407,6080-LNESI,0,0,0.0698878484392302,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,3,3,3,333,1958.45,0,0.4340855106888361,1108.3152315914488,8690-UPCZI,0,0,0.069559117071617,No,0,25-48,Others,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,3,3,2,332,1790.6,2,0.0387902695595003,1721.1421433267583,7338-ERIVA,0,0,0.0694028445865883,No,0,25-48,Others,Medium CLV,Low-Value Stable,Medium
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,3,2,1,321,326.65,2,0.0387902695595003,313.9791584483892,0307-BCOPK,0,0,0.0693316252062633,No,0,13-24,New Customers,Low CLV,Low-Value Stable,Low
Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,3,4,1,341,1071.6,2,0.0387902695595003,1030.0323471400393,5266-PFRQK,0,0,0.0690239202846605,No,0,49-72,Others,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,3,2,1,321,172.35,2,0.0387902695595003,165.6644970414201,4537-CIBHB,0,0,0.0671556294131362,No,0,0-12,New Customers,Low CLV,Low-Value Stable,Low
Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1004.35,5,3,1,531,1004.35,2,0.0387902695595003,965.3909927679158,8219-VYBVI,0,0,0.0667982701815205,No,0,25-48,Others,Medium CLV,Low-Value Stable,Medium
Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,5,5,4,554,6148.45,1,0.1615598885793872,5155.107103064067,2088-IEBAU,0,0,0.0666727694230931,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,5,4,1,541,936.85,2,0.0387902695595003,900.5093359631821,5296-BFCYD,0,0,0.066284120991916,No,0,25-48,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,3,3,2,332,954.9,2,0.0387902695595003,917.8591715976332,3506-OVLKD,0,0,0.0661519692869373,No,0,25-48,Others,Medium CLV,Low-Value Stable,Medium
Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,3,5,2,352,3804.4,2,0.0387902695595003,3656.826298487837,1122-YJBCS,0,0,0.0659242564238599,No,0,49-72,Others,High CLV,Low-Value Stable,High
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,3,4,1,341,1032.05,2,0.0387902695595003,992.0165023011176,8430-TWCBX,0,0,0.0657662470660246,No,0,49-72,Others,Medium CLV,Low-Value Stable,Medium
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,3,2,1,321,353.65,2,0.0387902695595003,339.93182117028266,5505-OVWQW,0,0,0.0656662735823207,No,0,13-24,New Customers,Low CLV,Low-Value Stable,Low
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,5,4,1,541,876.15,2,0.0387902695595003,842.1639053254437,1047-RNXZV,0,0,0.0656084082227183,No,0,25-48,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,3,4,1,341,900.9,2,0.0387902695595003,865.9538461538461,0048-PIHNL,0,0,0.065488081942597,No,0,49-72,Others,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.3,7679.65,5,5,5,555,7679.65,1,0.1615598885793872,6438.926601671309,6519-ZHPXP,0,0,0.0651401576631576,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,3,2,1,321,323.15,2,0.0387902695595003,310.6149243918474,7279-NMVJC,0,0,0.0648842575466223,No,0,13-24,New Customers,Low CLV,Low-Value Stable,Low
Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,3,5,2,352,3251.85,2,0.0387902695595003,3125.7098619329386,5498-IBWPI,0,0,0.0648021291564664,No,0,49-72,Others,High CLV,Low-Value Stable,High
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,5,5,3,553,4428.45,1,0.1615598885793872,3712.9901114206127,0420-TXVSG,0,0,0.064504671486285,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,3,4,1,341,817.95,2,0.0387902695595003,786.2214990138067,4955-VCWBI,0,0,0.0644113343290572,No,0,25-48,Others,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,558.8,5,3,1,531,558.8,2,0.0387902695595003,537.1239973701512,0625-AFOHS,0,0,0.0642536799215451,No,0,25-48,Others,Low CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,5,5,5,555,7854.9,1,0.1615598885793872,6585.863231197772,3831-YCPUO,0,0,0.0641539703470498,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,3,2,1,321,337.9,2,0.0387902695595003,324.7927679158448,4359-INNWN,0,0,0.0638674263072835,No,0,13-24,New Customers,Low CLV,Low-Value Stable,Low
Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,3,2,1,321,407.05,2,0.0387902695595003,391.26042077580536,1133-KXCGE,0,0,0.0636816839088591,No,0,13-24,New Customers,Low CLV,Low-Value Stable,Low
Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.6,926.0,3,4,1,341,926.0,2,0.0387902695595003,890.0802103879026,9067-SQTNS,0,0,0.0636365676228319,No,0,25-48,Others,Medium CLV,Low-Value Stable,Medium
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,3,2,1,321,279.2,2,0.0387902695595003,268.36975673898746,7369-TRPFD,0,0,0.0627684167273737,No,0,13-24,New Customers,Low CLV,Low-Value Stable,Low
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,3,2,1,321,233.9,2,0.0387902695595003,224.82695595003287,2907-ILJBN,0,0,0.0621667776552877,No,0,0-12,New Customers,Low CLV,Low-Value Stable,Low
Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,5,5,5,555,6825.65,1,0.1615598885793872,5722.898746518105,0181-RITDD,0,0,0.0620110961669722,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,5,5,3,553,5025.85,1,0.1615598885793872,4213.874233983287,2824-DXNKN,0,0,0.060933751600714,No,0,49-72,Others,High CLV,High-Value Stable,High
Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.55,1173.35,5,4,1,541,1173.35,2,0.0387902695595003,1127.83543721236,4779-ZGICK,0,0,0.0606953816153028,No,0,25-48,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,1,4,3,143,3687.85,1,0.1615598885793872,3092.0413649025068,4981-FLTMF,0,0,0.060031414317317,No,0,49-72,At Risk,High CLV,High-Value Stable,High
Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,5,5,3,553,4929.55,1,0.1615598885793872,4133.132451253482,2649-HWLYB,0,0,0.059228207712942,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,3,2,1,321,403.15,2,0.0387902695595003,387.5117028270874,2320-TZRRH,0,0,0.0591368351592473,No,0,13-24,New Customers,Low CLV,Low-Value Stable,Low
Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,5,5,3,553,5265.55,1,0.1615598885793872,4414.848328690808,6953-PBDIN,0,0,0.0583148790836378,No,0,49-72,Others,High CLV,High-Value Stable,High
Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,5,3,5,535,3895.35,1,0.1615598885793872,3266.017688022284,7641-TQFHN,0,0,0.0581043038853699,No,0,25-48,Others,High CLV,High-Value Stable,High
Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,5,5,4,554,5034.05,1,0.1615598885793872,4220.749442896936,4737-HOBAX,0,0,0.0580310900480113,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,5,4,1,541,1080.55,2,0.0387902695595003,1038.635174227482,4299-OPXEJ,0,0,0.0573164815655464,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,3,3,3,333,1533.8,0,0.4340855106888361,867.9996437054631,9330-DHBFL,0,0,0.0571670934381628,No,0,13-24,Others,Medium CLV,Low-Value High-Risk,Medium
Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,1,4,3,143,2970.3,1,0.1615598885793872,2490.418662952646,6322-HRPFA,0,0,0.0564745478397132,No,0,49-72,At Risk,High CLV,High-Value Stable,High
Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,5,3,1,531,804.85,2,0.0387902695595003,773.6296515450362,4735-BJKOU,0,0,0.0560689415248286,No,0,25-48,Others,Medium CLV,Low-Value Stable,Medium
Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,5,5,4,554,5981.65,1,0.1615598885793872,5015.255292479108,9919-FZDED,0,0,0.055951570826188,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,5,5,4,554,6201.95,1,0.1615598885793872,5199.96364902507,3649-JPUGY,0,0,0.0547638574193607,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,1,5,3,153,4508.65,1,0.1615598885793872,3780.2330083565457,7520-HQWJU,0,0,0.054620028984265,No,0,49-72,At Risk,High CLV,High-Value Stable,High
Male,1,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,5,5,3,553,5396.25,1,0.1615598885793872,4524.432451253482,5329-KRDTM,0,0,0.0539702120656439,No,0,49-72,Others,High CLV,High-Value Stable,High
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,5,3,1,531,759.35,2,0.0387902695595003,729.8946088099934,6169-PPETC,0,0,0.0526826084891144,No,0,25-48,Others,Medium CLV,Low-Value Stable,Medium
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,5,3,1,531,655.3,2,0.0387902695595003,629.8807363576593,5845-BZZIB,0,0,0.0525548164344428,No,0,25-48,Others,Low CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,5,5,3,553,4109.0,1,0.1615598885793872,3445.150417827298,8181-YHCMF,0,0,0.052402294179259,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,5,4,4,544,4304.5,1,0.1615598885793872,3609.065459610028,4137-JOPHL,0,0,0.0522517936464687,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,3,4,4,344,4354.45,1,0.1615598885793872,3650.9455431754873,0254-KCJGT,0,0,0.051832751799849,No,0,49-72,Others,High CLV,High-Value Stable,High
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.3,3460.95,5,3,5,535,3460.95,1,0.1615598885793872,2901.7993036211697,5161-XEUVX,0,0,0.0511980434715625,No,0,25-48,Others,High CLV,High-Value Stable,High
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,5,5,4,554,5919.35,1,0.1615598885793872,4963.020473537605,9385-NXKDA,0,0,0.0509685992122047,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Female,0,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5193.2,5,5,4,554,5193.2,1,0.1615598885793872,4354.187186629526,8390-FESFV,0,0,0.0509199354985651,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,3,1,1,311,99.6,0,0.4340855106888361,56.36508313539191,7311-MQJCH,0,0,0.0506895599659037,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,3,5,2,352,2298.9,2,0.0387902695595003,2209.725049309665,0230-UBYPQ,0,0,0.0494963284814232,No,0,49-72,Others,Medium CLV,Low-Value Stable,Medium
Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,0.0,3,1,1,311,0.0,0,0.4340855106888361,0.0,2923-ARZLG,0,0,0.0491904430511655,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Female,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,967.9,5,4,1,541,967.9,2,0.0387902695595003,930.3548980933596,4698-KVLLG,0,0,0.0488664789372176,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725.0,5,5,2,552,1725.0,2,0.0387902695595003,1658.0867850098618,5666-MBJPT,0,0,0.048581698449301,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,0.0,5,1,4,514,0.0,0,0.4340855106888361,0.0,5709-LVOEQ,0,0,0.0481402160878061,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,3,4,3,343,3928.3,1,0.1615598885793872,3293.644289693593,3161-ONRWK,0,0,0.0481108483669356,No,0,49-72,Others,High CLV,High-Value Stable,High
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,5,5,3,553,4684.3,1,0.1615598885793872,3927.505013927577,0301-FIDRB,0,0,0.0480439864681163,No,0,49-72,Others,High CLV,High-Value Stable,High
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,1042.65,5,4,1,541,1042.65,2,0.0387902695595003,1002.205325443787,8701-DGLVH,0,0,0.0477254844227348,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,5,5,4,554,5832.65,1,0.1615598885793872,4890.327715877437,5702-KVQRD,0,0,0.0466106122129666,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,3,4,4,344,4126.2,1,0.1615598885793872,3459.5715877437324,6194-HBGQN,0,0,0.0457867661639065,No,0,49-72,Others,High CLV,High-Value Stable,High
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,5,5,5,555,7611.55,1,0.1615598885793872,6381.828830083566,1090-ESELR,0,0,0.0457342977959608,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,3,3,3,333,2308.6,0,0.4340855106888361,1306.4701900237528,4973-RLZVI,0,0,0.0453071339850245,No,0,25-48,Others,Medium CLV,Low-Value High-Risk,Medium
Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,5,4,1,541,1050.5,2,0.0387902695595003,1009.7508218277447,9814-AOUDH,0,0,0.0434338605599114,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1049.6,5,4,1,541,1049.6,2,0.0387902695595003,1008.8857330703484,6349-JDHQP,0,0,0.0418877701474167,No,0,49-72,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,5,3,2,532,2200.7,2,0.0387902695595003,2115.3342537804074,1271-UODNO,0,0,0.0418099989877823,No,0,25-48,Others,Medium CLV,Low-Value Stable,Medium
Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95,3,5,2,352,3487.95,2,0.0387902695595003,3352.6514792899407,6388-TABGU,0,0,0.0413160086712502,No,0,49-72,Others,High CLV,Low-Value Stable,High
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,948.9,5,4,1,541,948.9,2,0.0387902695595003,912.09191321499,1709-EJDOX,0,0,0.0412210472043534,No,0,25-48,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Male,0,No,No,37,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),35.8,1316.9,5,3,2,532,1316.9,2,0.0387902695595003,1265.817094017094,8727-XDPUD,0,0,0.041037366603651,No,0,25-48,Others,Medium CLV,Low-Value Stable,Medium
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,890.5,5,4,1,541,890.5,2,0.0387902695595003,855.9572649572649,4742-TXUEX,0,0,0.0406376655558366,No,0,25-48,Stable Low Value,Medium CLV,Low-Value Stable,Medium
Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,3,1,1,311,57.4,0,0.4340855106888361,32.4834916864608,5808-TOTXO,0,0,0.0405020410228845,No,0,0-12,New Customers,Low CLV,Low-Value High-Risk,Low
Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,5,5,2,552,3888.65,2,0.0387902695595003,3737.8082182774488,6164-HAQTX,0,0,0.0402730818783984,No,0,49-72,Stable Low Value,High CLV,Low-Value Stable,High
Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,5,5,3,553,4144.8,1,0.1615598885793872,3475.166573816156,1459-QNFQT,0,0,0.0399142562615386,No,0,49-72,Others,High CLV,High-Value Stable,High
Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,5,5,4,554,4860.85,1,0.1615598885793872,4075.531615598886,0909-SELIE,0,0,0.0396544701917226,No,0,49-72,High Value Loyal,High CLV,High-Value Stable,High
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,5,5,3,553,4804.65,1,0.1615598885793872,4028.411281337047,5803-NQJZO,0,0,0.0394571342765109,No,0,49-72,Others,High CLV,High-Value Stable,High
